0 , 650
100 , 676
200 , 994
300 , 1286
400 , 1577
500 , 1881
600 , 2200
700 , 2518
800 , 2830
900 , 3149
1000 , 3456
1100 , 3769
1200 , 4110
1300 , 4400
1400 , 4744
1500 , 5031
1600 , 5376
1700 , 5663
1800 , 5978
1900 , 6292
2000 , 6608
2100 , 6924
2200 , 7242
2300 , 7557
2400 , 7883
2500 , 8187
2600 , 8514
2700 , 8817
2800 , 9131
2900 , 9448
3000 , 9770
3100 , 10075
3200 , 10392
3300 , 10705
3400 , 11022
3500 , 17797
3600 , 11665
3700 , 11964
3800 , 12283
3900 , 12598
4000 , 12929
4100 , 13231
4200 , 13553
4300 , 13864
4400 , 14174
4500 , 14497
4600 , 14805
4700 , 15127
4800 , 15436
4900 , 15750
5000 , 16073
5100 , 16385
5200 , 16695
5300 , 17014
5400 , 17327
5500 , 17649
5600 , 17957
5700 , 18280
5800 , 18616
5900 , 18920
6000 , 19227
6100 , 19532
6200 , 19855
6300 , 20163
6400 , 20490
6500 , 20806
6600 , 21111
6700 , 21428
6800 , 21753
6900 , 22058
7000 , 22373
7100 , 22688
7200 , 23013
7300 , 23317
7400 , 23645
7500 , 23948
7600 , 24265
7700 , 24580
7800 , 24896
7900 , 27958
8000 , 25535
8100 , 25867
8200 , 26164
8300 , 26482
8400 , 26789
8500 , 27116
8600 , 27414
8700 , 27749
8800 , 28046
8900 , 28374
9000 , 28687
9100 , 29001
9200 , 29316
9300 , 29643
9400 , 29948
9500 , 30263
9600 , 30581
9700 , 30894
9800 , 31208
9900 , 31524
10000 , 31839
10100 , 32155
10200 , 32471
10300 , 32796
10400 , 33106
10500 , 33419
10600 , 33743
10700 , 36610
10800 , 34361
10900 , 34677
11000 , 35003
11100 , 35307
11200 , 35623
11300 , 35939
11400 , 36253
11500 , 36567
11600 , 36884
11700 , 37198
11800 , 37516
11900 , 37829
12000 , 38145
12100 , 38467
12200 , 38775
12300 , 39090
12400 , 39411
12500 , 39724
12600 , 40037
12700 , 40353
12800 , 40666
12900 , 40980
13000 , 43654
13100 , 41621
13200 , 41928
13300 , 42243
13400 , 42567
13500 , 42873
13600 , 43190
13700 , 43506
13800 , 43820
13900 , 44133
14000 , 44453
14100 , 44765
14200 , 45079
14300 , 45397
14400 , 45711
14500 , 46026
14600 , 46342
14700 , 46656
14800 , 46970
14900 , 47286
15000 , 49916
15100 , 47943
15200 , 48249
15300 , 48548
15400 , 48863
15500 , 49189
15600 , 49499
15700 , 49811
15800 , 50132
15900 , 50441
16000 , 50755
16100 , 51077
16200 , 51382
16300 , 51701
16400 , 52023
16500 , 52330
16600 , 52655
16700 , 52959
16800 , 56242
16900 , 53614
17000 , 53908
17100 , 54224
17200 , 54543
17300 , 54857
17400 , 55166
17500 , 55481
17600 , 55802
17700 , 56122
17800 , 56430
17900 , 56744
18000 , 57065
18100 , 57376
18200 , 57690
18300 , 58001
18400 , 61029
18500 , 58663
18600 , 58950
18700 , 59270
18800 , 59580
18900 , 59895
19000 , 60213
19100 , 60526
19200 , 60842
19300 , 61160
19400 , 61478
19500 , 61786
19600 , 62105
19700 , 62424
19800 , 62734
19900 , 65689
20000 , 63369
20100 , 63684
20200 , 63993
20300 , 64308
20400 , 64629
20500 , 64944
20600 , 65284
20700 , 65598
20800 , 65885
20900 , 66199
21000 , 66515
21100 , 66832
21200 , 67150
21300 , 70519
21400 , 67779
21500 , 68092
21600 , 68406
21700 , 68722
21800 , 69036
21900 , 69425
22000 , 69809
22100 , 70079
22200 , 70313
22300 , 70600
22400 , 70928
22500 , 71232
22600 , 75522
22700 , 71876
22800 , 72181
22900 , 72541
23000 , 72837
23100 , 73133
23200 , 73452
23300 , 73766
23400 , 74083
23500 , 74400
23600 , 74713
23700 , 75027
23800 , 75341
23900 , 75667
24000 , 75974
24100 , 76286
24200 , 76591
24300 , 76916
24400 , 77253
24500 , 77548
24600 , 77863
24700 , 78178
24800 , 78504
24900 , 78809
25000 , 81898
25100 , 79473
25200 , 79745
25300 , 80071
25400 , 80437
25500 , 80708
25600 , 81023
25700 , 81328
25800 , 81660
25900 , 81960
26000 , 82296
26100 , 82593
26200 , 85840
26300 , 83225
26400 , 83540
26500 , 83852
26600 , 84171
26700 , 84484
26800 , 84800
26900 , 85127
27000 , 85429
27100 , 85745
27200 , 86062
27300 , 91601
27400 , 86806
27500 , 87059
27600 , 87340
27700 , 87635
27800 , 87951
27900 , 88268
28000 , 88584
28100 , 88910
28200 , 89213
28300 , 92416
28400 , 89894
28500 , 90218
28600 , 90536
28700 , 90960
28800 , 91453
28900 , 91730
29000 , 92175
29100 , 92261
29200 , 92516
29300 , 97882
29400 , 93186
29500 , 93397
29600 , 93692
29700 , 93978
29800 , 94255
29900 , 94582
30000 , 94889
30100 , 95200
30200 , 95518
30300 , 99142
30400 , 96149
30500 , 96470
30600 , 96801
30700 , 97103
30800 , 97406
30900 , 97723
31000 , 98042
31100 , 98355
31200 , 98670
31300 , 99008
31400 , 99300
31500 , 99617
31600 , 99974
31700 , 100266
31800 , 100561
31900 , 100876
32000 , 101192
32100 , 101510
32200 , 104522
32300 , 102143
32400 , 102482
32500 , 102778
32600 , 103101
32700 , 103430
32800 , 103715
32900 , 104030
33000 , 104344
33100 , 106998
33200 , 104978
33300 , 105294
33400 , 105605
33500 , 105922
33600 , 106238
33700 , 106552
33800 , 106867
33900 , 107182
34000 , 111632
34100 , 107822
34200 , 108132
34300 , 108443
34400 , 108763
34500 , 109076
34600 , 109390
34700 , 109703
34800 , 112882
34900 , 110361
35000 , 110651
35100 , 110965
35200 , 111279
35300 , 111603
35400 , 111908
35500 , 112228
35600 , 112542
35700 , 115046
35800 , 113187
35900 , 113488
36000 , 113807
36100 , 114117
36200 , 114431
36300 , 114748
36400 , 115063
36500 , 117830
36600 , 115697
36700 , 116008
36800 , 116329
36900 , 116637
37000 , 116953
37100 , 117272
37200 , 117583
37300 , 120410
37400 , 118221
37500 , 118530
37600 , 118845
37700 , 119160
37800 , 119475
37900 , 119792
38000 , 120106
38100 , 122789
38200 , 120942
38300 , 121395
38400 , 121617
38500 , 121988
38600 , 122253
38700 , 122752
38800 , 122815
38900 , 128670
39000 , 123313
39100 , 123611
39200 , 124084
39300 , 124272
39400 , 124518
39500 , 124844
39600 , 125145
39700 , 125466
39800 , 125936
39900 , 126173
40000 , 126411
40100 , 126760
40200 , 127040
40300 , 127356
40400 , 130699
40500 , 128393
40600 , 128579
40700 , 128667
40800 , 128954
40900 , 129276
41000 , 130035
41100 , 133618
41200 , 130400
41300 , 130578
41400 , 130854
41500 , 131165
41600 , 145403
41700 , 131784
41800 , 144513
41900 , 132473
42000 , 132798
42100 , 133075
42200 , 133379
42300 , 133685
42400 , 133977
42500 , 137291
42600 , 134609
42700 , 134955
42800 , 135237
42900 , 135551
43000 , 135867
43100 , 136247
43200 , 139586
43300 , 136881
43400 , 137123
43500 , 137443
43600 , 137759
43700 , 138073
43800 , 138388
43900 , 141712
44000 , 139528
44100 , 139830
44200 , 139961
44300 , 140125
44400 , 140413
44500 , 140754
44600 , 146571
44700 , 141258
44800 , 141534
44900 , 141863
45000 , 142168
45100 , 142488
45200 , 142795
45300 , 145493
45400 , 143434
45500 , 143743
45600 , 144077
45700 , 144400
45800 , 144690
45900 , 147205
46000 , 145331
46100 , 145635
46200 , 145954
46300 , 146271
46400 , 146585
46500 , 146901
46600 , 149611
46700 , 147531
46800 , 147851
46900 , 148162
47000 , 148476
47100 , 148793
47200 , 151859
47300 , 149426
47400 , 149737
47500 , 150054
47600 , 150365
47700 , 150684
47800 , 150999
47900 , 153878
48000 , 151636
48100 , 151943
48200 , 152261
48300 , 152578
48400 , 152894
48500 , 155323
48600 , 153541
48700 , 153835
48800 , 154152
48900 , 154470
49000 , 154783
49100 , 157800
49200 , 155415
49300 , 155728
49400 , 156041
49500 , 156359
49600 , 156674
49700 , 159378
49800 , 157302
49900 , 157618
50000 , 157933
50100 , 158246
50200 , 158564
50300 , 161036
50400 , 159195
50500 , 159506
50600 , 159823
50700 , 160138
50800 , 160454
50900 , 163394
51000 , 161087
51100 , 161403
51200 , 161714
51300 , 162029
51400 , 162347
51500 , 164773
51600 , 162980
51700 , 163292
51800 , 163607
51900 , 163923
52000 , 164238
52100 , 166645
52200 , 164900
52300 , 165228
52400 , 165502
52500 , 165811
52600 , 168464
52700 , 166450
52800 , 166755
52900 , 167072
53000 , 167389
53100 , 167704
53200 , 170208
53300 , 168332
53400 , 168647
53500 , 168968
53600 , 169281
53700 , 171959
53800 , 169913
53900 , 170228
54000 , 170543
54100 , 170857
54200 , 171172
54300 , 173573
54400 , 171810
54500 , 172118
54600 , 172435
54700 , 172749
54800 , 173064
54900 , 175428
55000 , 173696
55100 , 174011
55200 , 174324
55300 , 174652
55400 , 177546
55500 , 175441
55600 , 175597
55700 , 176187
55800 , 176450
55900 , 176946
56000 , 177098
56100 , 177281
56200 , 177518
56300 , 177817
56400 , 178127
56500 , 181910
56600 , 178736
56700 , 179055
56800 , 179373
56900 , 179686
57000 , 182341
57100 , 180312
57200 , 180625
57300 , 180945
57400 , 181269
57500 , 181575
57600 , 184016
57700 , 182212
57800 , 182531
57900 , 182838
58000 , 183154
58100 , 185874
58200 , 183784
58300 , 184095
58400 , 184418
58500 , 184728
58600 , 189564
58700 , 185393
58800 , 185670
58900 , 185990
59000 , 186305
59100 , 188981
59200 , 186969
59300 , 187248
59400 , 187564
59500 , 187878
59600 , 190309
59700 , 188519
59800 , 188832
59900 , 189140
60000 , 189454
60100 , 191889
60200 , 190087
60300 , 190399
60400 , 190715
60500 , 191032
60600 , 195080
60700 , 191704
60800 , 191979
60900 , 192296
61000 , 192615
61100 , 195219
61200 , 193241
61300 , 193557
61400 , 193875
61500 , 194186
61600 , 196583
61700 , 194817
61800 , 195128
61900 , 195451
62000 , 195759
62100 , 198169
62200 , 196393
62300 , 196709
62400 , 197023
62500 , 197339
62600 , 199791
62700 , 197970
62800 , 198286
62900 , 198596
63000 , 198914
63100 , 201376
63200 , 199544
63300 , 199861
63400 , 200178
63500 , 200488
63600 , 202867
63700 , 201122
63800 , 201432
63900 , 201748
64000 , 202067
64100 , 204448
64200 , 202696
64300 , 203014
64400 , 203324
64500 , 203643
64600 , 206325
64700 , 204277
64800 , 204589
64900 , 204901
65000 , 207297
65100 , 205535
65200 , 205853
65300 , 206168
65400 , 206477
65500 , 208799
65600 , 207113
65700 , 207423
65800 , 207738
65900 , 208053
66000 , 210518
66100 , 208688
66200 , 208999
66300 , 209314
66400 , 212300
66500 , 209947
66600 , 210263
66700 , 210577
66800 , 210895
66900 , 213264
67000 , 211529
67100 , 211836
67200 , 212152
67300 , 214477
67400 , 212785
67500 , 213105
67600 , 213414
67700 , 213731
67800 , 216411
67900 , 214362
68000 , 214672
68100 , 214989
68200 , 217293
68300 , 215623
68400 , 215937
68500 , 216252
68600 , 216568
68700 , 218924
68800 , 217211
68900 , 217526
69000 , 217831
69100 , 220299
69200 , 218465
69300 , 218775
69400 , 219093
69500 , 219401
69600 , 221841
69700 , 220031
69800 , 220350
69900 , 220669
70000 , 223015
70100 , 221297
70200 , 221611
70300 , 221925
70400 , 222243
70500 , 224606
70600 , 222873
70700 , 223185
70800 , 223502
70900 , 225872
71000 , 224137
71100 , 224445
71200 , 224766
71300 , 227141
71400 , 225393
71500 , 225706
71600 , 226022
71700 , 226337
71800 , 228646
71900 , 226971
72000 , 227285
72100 , 227602
72200 , 230069
72300 , 228234
72400 , 228546
72500 , 228862
72600 , 231148
72700 , 229494
72800 , 229806
72900 , 230119
73000 , 232444
73100 , 230755
73200 , 231068
73300 , 231384
73400 , 231697
73500 , 232009
73600 , 232346
73700 , 232663
73800 , 232960
73900 , 235343
74000 , 233591
74100 , 233905
74200 , 234217
74300 , 236510
74400 , 234847
74500 , 235166
74600 , 235482
74700 , 237763
74800 , 236113
74900 , 236425
75000 , 236744
75100 , 239107
75200 , 237373
75300 , 237685
75400 , 238001
75500 , 240356
75600 , 238635
75700 , 238947
75800 , 250696
75900 , 241628
76000 , 239902
76100 , 240210
76200 , 240526
76300 , 242913
76400 , 241158
76500 , 241471
76600 , 241783
76700 , 244153
76800 , 242417
76900 , 242731
77000 , 243129
77100 , 246323
77200 , 243686
77300 , 243988
77400 , 244395
77500 , 247869
77600 , 244929
77700 , 245283
77800 , 245564
77900 , 250113
78000 , 246473
78100 , 246620
78200 , 246878
78300 , 251733
78400 , 247842
78500 , 247969
78600 , 248130
78700 , 252994
78800 , 248729
78900 , 249061
79000 , 249352
79100 , 254315
79200 , 249982
79300 , 250297
79400 , 250613
79500 , 253641
79600 , 251245
79700 , 251560
79800 , 254606
79900 , 252186
80000 , 252505
80100 , 252823
80200 , 257405
80300 , 253470
80400 , 253793
80500 , 254104
80600 , 257048
80700 , 254739
80800 , 255026
80900 , 255341
81000 , 258069
81100 , 255974
81200 , 256290
81300 , 256608
81400 , 261466
81500 , 257249
81600 , 257575
81700 , 262344
81800 , 258179
81900 , 258493
82000 , 258806
82100 , 261214
82200 , 259489
82300 , 259832
82400 , 260066
82500 , 265054
82600 , 260724
82700 , 261014
82800 , 261335
82900 , 261640
83000 , 261959
83100 , 262276
83200 , 264899
83300 , 263094
83400 , 263516
83500 , 263570
83600 , 269168
83700 , 264203
83800 , 264518
83900 , 264796
84000 , 267867
84100 , 265457
84200 , 265799
84300 , 272061
84400 , 266452
84500 , 266953
84600 , 267079
84700 , 271459
84800 , 267648
84900 , 267951
85000 , 270920
85100 , 268741
85200 , 282772
85300 , 269233
85400 , 271700
85500 , 269842
85600 , 270163
85700 , 270470
85800 , 276487
85900 , 271120
